-650,-515,350,-498,0,0
-650,-515,300,-498,0,0
-633,-515,315,-498,0,0
-616,-515,330,-498,0,0
-599,-515,344,-498,0,0
-582,-515,351,-498,0,0
-565,-515,350,-498,0,0
-548,-515,348,-498,0,0
-530,-515,345,-498,0,0
-513,-515,342,-498,0,0
-496,-515,337,-498,0,0
-479,-515,332,-498,0,0
-462,-515,326,-498,0,0
-445,-515,319,-498,0,0
-427,-515,311,-498,0,0
-410,-515,302,-498,0,0
-393,-515,292,-498,0,0
-376,-515,281,-498,0,0
-359,-515,270,-498,0,0
-342,-515,257,-498,0,0
-324,-515,244,-498,0,0
-307,-515,230,-498,0,0
-290,-515,215,-498,0,0
-273,-515,199,-498,1,0
-256,-515,174,-498,1,0
-239,-515,149,-498,1,0
-221,-515,124,-498,1,0
-204,-515,99,-498,1,0
-187,-515,74,-498,1,0
-170,-515,49,-498,1,0
-153,-515,24,-498,1,0
-650,-623,320,-468,1,0
-650,-623,320,-468,1,0
-630,-623,322,-468,1,0
-609,-623,324,-468,1,0
-588,-623,326,-468,1,0
-567,-623,328,-468,1,0
-547,-623,329,-468,1,0
-526,-623,331,-468,0,0
-505,-623,332,-468,0,0
-484,-623,326,-468,0,0
-464,-623,319,-468,0,0
-443,-623,311,-468,0,0
-422,-623,302,-468,0,0
-401,-623,292,-468,0,0
-381,-623,281,-468,0,0
-360,-623,270,-468,0,0
-339,-623,257,-468,0,0
-318,-623,244,-468,0,0
-297,-623,230,-468,0,1
-277,-623,215,-468,0,1
-249,-623,199,-468,0,1
-222,-623,182,-468,0,1
-194,-623,164,-468,0,1
-167,-623,145,-468,0,1
-140,-623,126,-468,0,1
-112,-623,105,-468,1,1
-85,-623,76,-468,1,1
-57,-623,46,-468,1,1
-30,-623,17,-468,1,1
-2,-623,-13,-468,1,1
25,-623,-42,-468,1,1
52,-623,-68,-468,1,1
80,-623,-71,-468,1,1
107,-623,-72,-468,1,0
135,-623,-73,-468,1,0
150,-623,-35,-468,0,0
-650,-612,351,-561,0,0
-650,-612,350,-561,0,0
-630,-612,351,-561,0,0
-610,-612,350,-561,0,0
-589,-612,348,-561,0,0
-569,-612,345,-561,0,0
-549,-612,342,-561,0,0
-528,-612,337,-561,0,0
-508,-612,332,-561,0,0
-487,-612,326,-561,0,1
-467,-612,319,-561,0,1
-440,-612,311,-561,0,1
-413,-612,302,-561,0,1
-386,-612,292,-561,0,1
-359,-612,281,-561,0,1
-332,-612,270,-561,0,1
-305,-612,257,-561,0,1
-277,-612,244,-561,0,1
-250,-612,230,-561,0,1
-223,-612,215,-561,0,1
-196,-612,199,-561,1,1
-169,-612,174,-561,1,1
-142,-612,149,-561,1,1
-115,-612,124,-561,1,1
-88,-612,99,-561,1,1
-61,-612,74,-561,1,1
-34,-612,49,-561,1,1
-7,-612,24,-561,1,1
20,-612,-1,-561,1,1
47,-612,-26,-561,1,1
74,-612,-51,-561,1,1
101,-612,-73,-561,1,1
129,-612,-71,-561,1,1
156,-612,-69,-561,1,0
183,-612,-65,-561,1,0
203,-612,-61,-561,1,0
209,-612,-35,-561,0,0
-650,-497,351,-507,0,0
-650,-497,350,-507,0,0
-634,-497,351,-507,0,0
-617,-497,350,-507,0,0
-601,-497,348,-507,0,0
-584,-497,345,-507,0,0
-568,-497,342,-507,0,0
-551,-497,337,-507,0,0
-535,-497,332,-507,0,0
-518,-497,326,-507,0,0
-501,-497,319,-507,0,1
-485,-497,311,-507,0,1
-462,-497,302,-507,0,1
-438,-497,292,-507,0,1
-415,-497,281,-507,0,1
-392,-497,270,-507,0,1
-369,-497,257,-507,0,1
-345,-497,244,-507,0,1
-322,-497,230,-507,1,1
-299,-497,206,-507,1,1
-276,-497,183,-507,1,1
-252,-497,160,-507,1,1
-229,-497,137,-507,1,1
-206,-497,114,-507,1,1
-183,-497,90,-507,1,1
-160,-497,67,-507,1,1
-136,-497,44,-507,1,1
-113,-497,21,-507,1,1
-90,-497,-3,-507,1,1
-67,-497,-26,-507,1,1
-43,-497,-49,-507,1,1
-20,-497,-69,-507,1,1
3,-497,-65,-507,1,1
26,-497,-61,-507,1,1
50,-497,-56,-507,1,1
73,-497,-49,-507,1,0
96,-497,-42,-507,1,0
113,-497,-35,-507,0,0
129,-497,-32,-507,0,0
146,-497,-32,-507,0,0
162,-497,-32,-507,0,0
179,-497,-32,-507,0,0
195,-497,-32,-507,0,0
212,-497,-32,-507,0,0
216,-497,-32,-507,0,0
-650,-534,351,-472.5,0,0
-650,-534,350,-472.5,0,0
-633,-534,351,-472.5,0,0
-615,-534,350,-472.5,0,0
-597,-534,348,-472.5,0,0
-579,-534,345,-472.5,0,1
-562,-534,342,-472.5,0,1
-537,-534,337,-472.5,0,1
-513,-534,332,-472.5,0,1
-488,-534,326,-472.5,0,1
-464,-534,319,-472.5,0,1
-439,-534,311,-472.5,0,1
-415,-534,302,-472.5,0,1
-390,-534,292,-472.5,0,1
-366,-534,281,-472.5,0,1
-341,-534,270,-472.5,1,1
-317,-534,249,-472.5,1,1
-292,-534,229,-472.5,1,1
-268,-534,208,-472.5,1,1
-243,-534,187,-472.5,1,1
-219,-534,167,-472.5,1,1
-195,-534,146,-472.5,1,1
-170,-534,126,-472.5,1,1
-146,-534,105,-472.5,1,1
-121,-534,85,-472.5,1,1
-97,-534,64,-472.5,1,1
-72,-534,44,-472.5,1,1
-48,-534,23,-472.5,1,1
-23,-534,2,-472.5,1,1
1,-534,-18,-472.5,1,1
26,-534,-39,-472.5,1,1
50,-534,-56,-472.5,1,1
75,-534,-49,-472.5,1,1
99,-534,-42,-472.5,1,1
124,-534,-35,-472.5,0,1
148,-534,-32,-472.5,0,0
172,-534,-32,-472.5,0,0
190,-534,-32,-472.5,0,0
208,-534,-32,-472.5,0,0
226,-534,-32,-472.5,0,0
244,-534,-32,-472.5,0,0
249,-534,-32,-472.5,0,0
-650,-482,351,-453,0,0
-650,-482,350,-453,0,0
-634,-482,351,-453,0,0
-618,-482,350,-453,0,0
-602,-482,348,-453,0,0
-586,-482,345,-453,0,0
-570,-482,342,-453,0,0
-554,-482,337,-453,0,0
-538,-482,332,-453,0,1
-522,-482,326,-453,0,1
-499,-482,319,-453,0,1
-476,-482,311,-453,0,1
-454,-482,302,-453,0,1
-431,-482,292,-453,0,1
-408,-482,281,-453,0,1
-386,-482,270,-453,0,1
-363,-482,257,-453,0,1
-340,-482,244,-453,0,1
-317,-482,230,-453,0,1
-295,-482,215,-453,0,1
-272,-482,199,-453,0,1
-249,-482,182,-453,0,1
-226,-482,164,-453,0,1
-204,-482,145,-453,1,1
-181,-482,118,-453,1,1
-158,-482,90,-453,1,1
-135,-482,62,-453,1,1
-113,-482,35,-453,1,1
-90,-482,7,-453,1,1
-67,-482,-21,-453,1,1
-45,-482,-48,-453,1,1
-22,-482,-72,-453,1,1
1,-482,-73,-453,1,1
24,-482,-74,-453,1,0
46,-482,-73,-453,1,0
62,-482,-71,-453,1,0
79,-482,-69,-453,1,0
95,-482,-65,-453,1,0
111,-482,-61,-453,1,0
127,-482,-56,-453,1,0
143,-482,-49,-453,1,0
159,-482,-42,-453,1,0
175,-482,-35,-453,0,0
191,-482,-32,-453,0,0
207,-482,-32,-453,0,0
216,-482,-32,-453,0,0
-650,-603,351,-541.5,0,0
-650,-603,350,-541.5,0,0
-630,-603,351,-541.5,0,0
-610,-603,350,-541.5,0,0
-590,-603,348,-541.5,0,0
-570,-603,345,-541.5,0,0
-550,-603,342,-541.5,0,0
-530,-603,337,-541.5,0,0
-510,-603,332,-541.5,0,0
-490,-603,326,-541.5,0,0
-470,-603,319,-541.5,0,0
-449,-603,311,-541.5,0,0
-429,-603,302,-541.5,0,0
-409,-603,292,-541.5,0,0
-389,-603,281,-541.5,0,0
-369,-603,270,-541.5,0,0
-349,-603,257,-541.5,0,0
-329,-603,244,-541.5,0,0
-309,-603,230,-541.5,0,0
-289,-603,215,-541.5,0,1
-269,-603,199,-541.5,0,1
-242,-603,182,-541.5,0,1
-215,-603,164,-541.5,0,1
-188,-603,145,-541.5,0,1
-162,-603,126,-541.5,0,1
-135,-603,105,-541.5,0,1
-108,-603,84,-541.5,1,1
-81,-603,54,-541.5,1,1
-54,-603,23,-541.5,1,1
-28,-603,-7,-541.5,1,1
-1,-603,-37,-541.5,1,0
26,-603,-64,-541.5,1,0
46,-603,-68,-541.5,1,0
66,-603,-71,-541.5,1,0
86,-603,-72,-541.5,1,0
106,-603,-73,-541.5,1,0
123,-603,-35,-541.5,0,0
-650,-506,351,-463.5,0,0
-650,-506,350,-463.5,0,0
-634,-506,351,-463.5,0,0
-617,-506,350,-463.5,0,0
-600,-506,348,-463.5,0,0
-583,-506,345,-463.5,0,0
-566,-506,342,-463.5,0,0
-549,-506,337,-463.5,0,0
-532,-506,332,-463.5,0,0
-516,-506,326,-463.5,0,0
-499,-506,319,-463.5,0,0
-482,-506,311,-463.5,0,0
-465,-506,302,-463.5,0,0
-448,-506,292,-463.5,0,0
-431,-506,281,-463.5,0,1
-414,-506,270,-463.5,0,1
-391,-506,257,-463.5,0,1
-367,-506,244,-463.5,0,1
-344,-506,230,-463.5,0,1
-320,-506,215,-463.5,0,1
-297,-506,199,-463.5,0,1
-273,-506,182,-463.5,0,1
-250,-506,164,-463.5,0,1
-226,-506,145,-463.5,0,1
-203,-506,126,-463.5,0,1
-179,-506,105,-463.5,1,1
-155,-506,76,-463.5,1,1
-132,-506,46,-463.5,1,1
-108,-506,17,-463.5,1,1
-85,-506,-13,-463.5,1,1
-61,-506,-42,-463.5,1,1
-38,-506,-68,-463.5,1,1
-14,-506,-71,-463.5,1,1
9,-506,-72,-463.5,1,1
33,-506,-73,-463.5,1,0
56,-506,-74,-463.5,1,0
73,-506,-73,-463.5,1,0
90,-506,-71,-463.5,1,0
107,-506,-69,-463.5,1,0
124,-506,-65,-463.5,1,0
141,-506,-61,-463.5,1,0
158,-506,-56,-463.5,1,0
174,-506,-49,-463.5,1,0
183,-506,-35,-463.5,0,0
-650,-609,351,-549,0,0
-650,-609,350,-549,0,0
-630,-609,351,-549,0,0
-610,-609,350,-549,0,0
-590,-609,348,-549,0,0
-569,-609,345,-549,0,0
-549,-609,342,-549,0,0
-529,-609,337,-549,0,0
-508,-609,332,-549,0,0
-488,-609,326,-549,0,0
-468,-609,319,-549,0,0
-448,-609,311,-549,0,1
-427,-609,302,-549,0,1
-400,-609,292,-549,0,1
-373,-609,281,-549,0,1
-346,-609,270,-549,0,1
-319,-609,257,-549,0,0
-292,-609,244,-549,0,0
-272,-609,230,-549,0,1
-252,-609,215,-549,0,1
-225,-609,199,-549,0,1
