-650,-589,0
-650,-589,0
-631,-589,0
-611,-589,0
-592,-589,0
-572,-589,0
-552,-589,0
-533,-589,0
-513,-589,0
-493,-589,1
-474,-589,1
-454,-589,1
-435,-589,1
-415,-589,1
-395,-589,1
-376,-589,1
-356,-589,1
-336,-589,1
-317,-589,1
-297,-589,1
-277,-589,1
-258,-589,1
-238,-589,1
-219,-589,1
-199,-589,1
-179,-589,1
-160,-589,1
-140,-589,1
-120,-589,0
-101,-589,0
-81 ,589 ,0
-62 ,589 ,0
-42 ,589 ,0
